number_of_rooms,floor,area,address,date,price
2,3,87.0,Исмоили Сомони,09.02.2022 23:12,850000
2,11,109.0,И.Сомони,09.02.2022 22:45,678000
2,8,85.0,Сино,09.02.2022 22:44,485000
4,5,140.0,104 мкр,09.02.2022 22:34,1150000
3,11,86.0,Ашан,09.02.2022 22:28,1085000
2,2,47.0,82 мкр,09.02.2022 22:18,456000
2,15,65.0,,09.02.2022 22:17,260000
2,11,63.0,Сино,09.02.2022 22:12,456000
1,6,36.0,Сино,09.02.2022 22:03,300000
2,8,81.0,И Сомони 8 март,09.02.2022 22:01,850000
3,2,68.0,Рудаки,09.02.2022 21:59,330000
5,3,90.0,112 мкр,09.02.2022 21:49,635000
2,2,55.0,92мкр,09.02.2022 21:49,430000
1,3,32.0,Цирк,09.02.2022 21:28,308000
2,14,55.0,Фирдавси,09.02.2022 21:20,455000
5,4,90.0,Зарафшон 1,09.02.2022 21:17,660000
1,10,58.0,83 мкр,09.02.2022 21:17,241000
3,10,127.0,Зелёный,09.02.2022 21:17,550000
3,10,114.0,,09.02.2022 21:16,530500
1,14,76.0,,09.02.2022 21:16,300000
2,10,78.0,Сино.,09.02.2022 21:15,375000
3,2,54.0,н.Сино,09.02.2022 21:14,700000
3,10,94.0,,09.02.2022 21:14,450000
2,7,67.0,Сино,09.02.2022 21:14,273800
3,12,116.0,Гулистон,09.02.2022 21:13,460000
2,12,66.0,Сино . Зарафшон,09.02.2022 21:11,239000
1,6,47.0,,09.02.2022 21:10,220000
2,11,81.0,Гулистон,09.02.2022 21:09,325000
3,12,112.0,Сино,09.02.2022 21:07,480123
3,7,112.0,Сино,09.02.2022 21:07,469000
4,2,142.0,Нохияи Сино,09.02.2022 21:07,1728000
2,16,86.0,82мкр,09.02.2022 21:07,370000
1,10,55.0,,09.02.2022 21:06,251000
2,13,81.0,Товус,09.02.2022 21:06,295000
2,7,75.0,82 мкр,09.02.2022 21:05,442000
1,12,50,,09.02.2022 21:05,253374
2,12,67.0,Испечак,09.02.2022 21:04,245000
3,7,106.0,Сино. Яккачинор. Сирк,09.02.2022 20:59,440000
2,7,67.0,Цирк,09.02.2022 20:55,275000
2,1,54.0,65 мкр,09.02.2022 20:52,455000
1,10,58.0,,09.02.2022 20:46,255000
3,12,112.0,,09.02.2022 20:45,485000
2,11,66.0,Сино . 112 мкр . Зарафшон.,09.02.2022 20:45,239902
2,7,78.0,Исмоили Сомонӣ . ул Карамова.,09.02.2022 20:44,398500
1,7,57.0,,09.02.2022 20:44,247784
1,11,55.0,,09.02.2022 20:43,262785
2,13,81.0,Исмоили Сомонӣ. Товус,09.02.2022 20:43,321500
1,10,54.0,,09.02.2022 20:43,220000
2,7,79.0,Гулистон,09.02.2022 20:42,377000
2,3,50,,09.02.2022 20:32,375000
2,6,42.0,Фирдавси,09.02.2022 20:18,420000
3,5,50,,09.02.2022 20:06,864000
3,5,71.0,,09.02.2022 20:06,855000
2,4,100.0,,09.02.2022 20:05,1760000
3,11,120.0,Ориенбанк,09.02.2022 20:05,1539000
1,6,56.0,Шохмансур недалеко от пов .аэропорта 3-я база,09.02.2022 20:03,400000
2,8,64.0,Садбарг,09.02.2022 19:56,450000
2,2,50.0,103 мкр,09.02.2022 19:41,439000
3,1,50,,09.02.2022 19:26,550000
2,2,44.0,112 мкр Гисарская 77,09.02.2022 19:11,450000
4,4,65.0,63 мкр,09.02.2022 19:11,530000
5,3,90.0,101 мкр,09.02.2022 19:03,800000
1,16,55.0,Зарнисор,09.02.2022 18:52,115000
2,2,50.0,91 мкр,09.02.2022 18:51,480000
1,5,40.0,Шохмансур,09.02.2022 18:42,425500
2,16,69.0,Фирдавси,09.02.2022 18:41,285000
1,4,30.0,фирдавси султони кабир,09.02.2022 18:39,270000
1,6,30.0,,09.02.2022 18:39,240000
2,3,36.0,,09.02.2022 18:39,300000
3,4,64.0,Сино,09.02.2022 18:35,515000
4,4,120.0,И.Сомони,09.02.2022 18:34,1060000
3,4,63.0,Зарафшон,09.02.2022 18:33,520000
1,4,41.0,Зарнисор,09.02.2022 18:31,290000
1,1,30.0,,09.02.2022 18:28,135000
3,4,74.0,84 мкр,09.02.2022 18:22,907000
2,1,50,,09.02.2022 18:16,374000
4,1,80.0,Сино,09.02.2022 18:09,700000
2,2,58.0,91 мкр,09.02.2022 18:07,550000
1,4,60.0,Хукумат р-на Шохмансур,09.02.2022 18:04,370000
4,2,80.0,9 км,09.02.2022 18:01,445000
3,4,56.0,Фирдавси,09.02.2022 17:58,480000
2,2,56.0,Сино,09.02.2022 17:58,420000
2,6,52.0,Фирдавси,09.02.2022 17:57,220000
3,1,90.0,н. Фирдавси дех дарёбод,09.02.2022 17:56,250000
2,5,77.0,,09.02.2022 17:52,720000
3,1,64.0,Шохмансур,09.02.2022 17:51,1000000
4,4,50,,09.02.2022 17:41,542000
2,7,65.0,Шомансур,09.02.2022 17:38,270000
1,1,25.0,65 мкр,09.02.2022 17:35,230000
2,11,60.0,Испечак 2,09.02.2022 17:25,237300
6,3,220.0,,09.02.2022 17:18,1824000
3,3,76.0,Центр,09.02.2022 17:18,915000
1,2,28.0,Фирдавси,09.02.2022 17:16,196000
4,4,85.0,92 мкр,09.02.2022 17:15,577777
2,7,68.0,Сино,09.02.2022 17:03,365000
1,3,28.0,Танка,09.02.2022 17:02,264600
2,6,60.0,Сино,09.02.2022 16:55,360000
2,8,53.0,Садбарг,09.02.2022 16:42,570000
3,7,121.0,Исмоили Сомони,09.02.2022 16:33,1040000
4,5,100.0,Сино,09.02.2022 16:27,850000
3,1,60.0,Мохи Нав,09.02.2022 16:24,416000
3,10,83.0,82мкр,09.02.2022 16:19,627000
2,1,40.0,Корвон,09.02.2022 16:18,230000
3,10,103.0,Дом печать,09.02.2022 16:14,830000
2,6,58.0,Испечак 2,09.02.2022 16:13,400000
2,7,78.0,92мкр,09.02.2022 16:08,615000
1,2,30.0,Фирдавси,09.02.2022 15:59,155000
4,2,76.0,Сино,09.02.2022 15:57,560000
5,14,225.0,,09.02.2022 15:54,1824000
2,3,61.0,Центр,09.02.2022 15:53,850000
2,3,61.0,Сино,09.02.2022 15:50,272000
1,6,52.0,,09.02.2022 15:45,291000
3,4,120.0,Шохмансур,09.02.2022 15:43,1400000
2,4,50.0,46мкр,09.02.2022 15:43,395000
2,6,47.0,Сино,09.02.2022 15:42,165000
2,7,72.0,Испечак,09.02.2022 15:30,360000
3,2,50,,09.02.2022 15:29,770000
1,3,40.0,Фирдавси,09.02.2022 15:28,156000
2,4,64.0,Сино Зарафшон,09.02.2022 15:07,427500
3,7,82.0,Зарафшон,09.02.2022 15:06,510000
2,6,72.0,Филармония,09.02.2022 15:04,499000
4,3,155.0,112 мкр,09.02.2022 15:03,1539000
2,12,78.0,Опера,09.02.2022 14:59,475000
2,6,60.0,Фирдавси,09.02.2022 14:58,500000
2,9,67.0,И. Сомони,09.02.2022 14:47,684000
2,1,65.0,Шохмансур,09.02.2022 14:35,410000
3,2,64.0,Зарафшон,09.02.2022 14:30,520000
5,4,50,,09.02.2022 14:26,847359
1,2,30.0,Фирдавси,09.02.2022 14:24,150000
2,1,54.0,Испечак 2,09.02.2022 14:24,440500
2,6,74.0,Зарафшон,09.02.2022 14:23,518000
2,2,50.0,Фирдавси,09.02.2022 14:17,200000
3,1,77.0,Фирдавси,09.02.2022 14:13,570000
2,2,46.0,Сино,09.02.2022 14:12,235000
2,4,48.0,Испечак 2,09.02.2022 14:11,382000
2,4,52.0,Сино,09.02.2022 14:02,475000
4,3,135.0,Исмоил Сомони,09.02.2022 14:02,2150000
2,3,52.0,101 мкр,09.02.2022 14:00,450000
2,10,111.0,92 мкр,09.02.2022 13:57,570000
3,17,118.0,,09.02.2022 13:51,610000
2,13,65.0,Сино,09.02.2022 13:51,385000
1,12,61.0,,09.02.2022 13:51,348000
3,12,106.0,,09.02.2022 13:50,604000
1,14,60.0,,09.02.2022 13:50,342000
1,13,57.0,Спартак,09.02.2022 13:49,325000
2,10,96.0,,09.02.2022 13:47,635000
3,1,80.0,92 мкр,09.02.2022 13:43,820000
2,7,78.0,,09.02.2022 13:42,461000
2,9,53.0,83 мкр (автовокзал),09.02.2022 13:40,385000
4,4,60.0,Шаҳраки Шарора,09.02.2022 13:38,265000
1,10,50,,09.02.2022 13:30,384000
3,2,110.0,Поворот Аэропорт,09.02.2022 13:22,1140000
3,5,50,,09.02.2022 13:18,810000
2,3,93.0,Шохмансур,09.02.2022 12:56,795000
2,9,58.0,,09.02.2022 12:55,289000
2,9,46.0,,09.02.2022 12:54,230000
4,5,100.0,Испечак,09.02.2022 12:54,570000
4,6,156.0,103 мкр,09.02.2022 12:48,1140000
3,4,63.0,Цирк,09.02.2022 12:47,490000
3,12,80.0,92 мкр,09.02.2022 12:43,718000
2,2,45.0,Сино,09.02.2022 12:43,397000
3,2,75.0,91 мкр,09.02.2022 12:35,624000
3,9,78.0,Сино 2,09.02.2022 12:33,390000
3,5,50,,09.02.2022 12:33,590000
3,2,45.0,Автовокзал,09.02.2022 12:27,400000
2,6,56.0,н.Сино махалаи Зарафшон,09.02.2022 12:23,310000
2,5,69.0,Сино,09.02.2022 12:19,420000
1,16,61.0,Сино,09.02.2022 12:08,243000
2,2,55.0,Сино,09.02.2022 12:08,300000
2,9,50,,09.02.2022 12:04,370000
2,3,42.0,Сино,09.02.2022 12:01,320000
1,2,36.0,Фирдавси,09.02.2022 11:56,300000
1,8,48.0,Сино,09.02.2022 11:54,218800
1,7,49.0,Сино,09.02.2022 11:51,223440
2,7,71.0,Сино,09.02.2022 11:49,323760
2,6,93.0,Сино,09.02.2022 11:47,424000
6,10,210.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:46,1486800
3,4,55.0,Сино,09.02.2022 11:46,420000
1,5,47.0,Сино,09.02.2022 11:46,241100
6,12,190.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 11:45,1413600
6,14,170.0,Ориентир Минобразование,09.02.2022 11:44,1224000
6,4,150.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:43,1260000
1,5,44.0,Сино,09.02.2022 11:42,223740
1,4,29.0,Чайхана Рохат,09.02.2022 11:42,360000
3,11,100.0,Мост 46-го мкр,09.02.2022 11:41,513000
3,12,80.0,,09.02.2022 11:41,695500
2,10,44.0,,09.02.2022 11:41,513000
2,11,86.0,Ориентир улица Дехлави,09.02.2022 11:41,598560
1,4,47.0,Сино,09.02.2022 11:39,241110
2,13,76.0,Ориентир Институт Изобразительного Искусства,09.02.2022 11:39,556320
2,15,66.0,Ориентир Штаб Програнвойск России,09.02.2022 11:37,467280
5,5,56.0,улица Дехлави,09.02.2022 11:36,463680
6,9,228.0,Ориентир улица Ниссор Мухаммад,09.02.2022 11:33,1641600
1,10,47.0,Яккачинор,09.02.2022 11:32,241000
6,11,208.0,Ориентир Комплекс Ромиз Плаза,09.02.2022 11:31,1572480
1,3,50.0,Хитой бозор,09.02.2022 11:29,230000
2,10,51.0,Сзади Гранд Отеля,09.02.2022 11:28,592800
3,19,143.0,,09.02.2022 11:28,684684
6,13,188.0,Ориентир Школа № 65,09.02.2022 11:28,1376160
1,4,44.0,Сино,09.02.2022 11:27,223740
2,10,80.0,Филармония,09.02.2022 11:27,360000
2,5,74.0,Хитой Бозор,09.02.2022 11:26,270000
1,10,47.0,,09.02.2022 11:26,535000
2,15,98.0,Ашан,09.02.2022 11:25,614500
5,11,141.0,Ориентир улица Дехлави,09.02.2022 11:25,981360
3,13,91.0,,09.02.2022 11:23,912000
4,15,218.0,Ашан,09.02.2022 11:23,1880000
2,8,74.0,,09.02.2022 11:21,807000
5,13,131.0,,09.02.2022 11:21,958920
3,9,140.0,,09.02.2022 11:20,1117000
3,7,97.0,112 мкр,09.02.2022 11:19,1100000
2,8,73.0,Цирк,09.02.2022 11:18,350000
1,17,64.0,Пайкар,09.02.2022 11:17,308000
5,15,121.0,Ориентир Штаб Програнвойск России,09.02.2022 11:17,856680
3,12,80.0,Сино,09.02.2022 11:16,582000
1,8,47.0,Гранд Отель,09.02.2022 11:16,322000
2,16,86.0,,09.02.2022 11:15,461000
2,7,62.0,Сельхоз,09.02.2022 11:15,690000
5,5,111.0,улица Дехлави,09.02.2022 11:15,919080
5,3,97.0,112мкр,09.02.2022 11:14,638400
2,14,75.0,,09.02.2022 11:14,513000
2,16,103.0,,09.02.2022 11:14,645810
2,6,70.0,,09.02.2022 11:14,660000
1,10,71.0,,09.02.2022 11:13,809400
2,2,70.0,Испечак 2,09.02.2022 11:13,433200
3,10,130.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:13,920400
3,5,129.0,Садбарг,09.02.2022 11:13,1710000
2,7,65.0,92 мкр,09.02.2022 11:12,624800
3,1,68.0,92 мкр,09.02.2022 11:12,550000
1,14,59.0,,09.02.2022 11:12,320000
1,3,47.0,Сино,09.02.2022 11:12,241110
2,6,68.0,,09.02.2022 11:11,627000
3,9,100.0,Супермаркет Ситора,09.02.2022 11:11,850000
3,10,65.0,Сзади кинотеатра Ватан,09.02.2022 11:10,775200
3,12,110.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 11:10,818400
3,4,90.0,91 мкр,09.02.2022 11:10,798000
3,12,66.0,,09.02.2022 11:10,862500
3,7,80.0,Фирдавси,09.02.2022 11:09,496000
3,14,90.0,Ориентир Минобразование,09.02.2022 11:09,648000
2,11,46.0,Зарнисор,09.02.2022 11:09,433000
2,6,59.0,испечак 2,09.02.2022 11:09,409000
2,10,61.0,"Зарафшон",09.02.2022 11:09,494000
3,12,90.0,,09.02.2022 11:08,534000
3,4,70.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:08,588000
1,3,49.0,Сино,09.02.2022 11:08,251370
3,5,72.0,Испечак 2,09.02.2022 11:06,569999
2,20,127.0,,09.02.2022 11:06,1026000
4,2,120.0,,09.02.2022 11:05,1368000
2,3,93.0,Сино,09.02.2022 11:04,477000
2,7,58.0,Ориентир Книжный мир,09.02.2022 11:04,466320
2,2,61.0,Балх,09.02.2022 11:02,567500
6,5,172.0,улица Дехлави,09.02.2022 11:02,1424160
2,3,40.0,Сино,09.02.2022 11:01,290000
1,2,36.0,н.Сино,09.02.2022 11:01,184700
2,3,70.0,Сино,09.02.2022 11:00,470000
3,10,50,,09.02.2022 10:59,500000
1,2,47.0,Сино,09.02.2022 10:58,241110
5,7,113.0,Ориентир Книжный мир,09.02.2022 10:58,908520
3,2,76.0,Алишера Навои,09.02.2022 10:57,576840
1,2,44.0,Cино,09.02.2022 10:57,225700
3,12,80.0,Сино,09.02.2022 10:55,598000
3,6,74.0,Ориентир бывший Зелёный базар,09.02.2022 10:55,603840
6,6,134.0,Ориентир бывший Зелёный базар,09.02.2022 10:53,1093440
2,3,56.0,Сино,09.02.2022 10:53,287280
1,7,37.0,Гипрозем,09.02.2022 10:50,168720
4,5,92.0,улица Дехлави,09.02.2022 10:50,761760
1,3,36.0,Гипрозем,09.02.2022 10:49,183800
1,2,41.0,Сино,09.02.2022 10:49,210330
1,7,43.0,Ориентир Книжный мир,09.02.2022 10:48,345720
1,11,48.0,Гипрозем,09.02.2022 10:48,190680
1,9,49.0,Гипрозем,09.02.2022 10:47,222460
1,7,47.0,Гипрозем,09.02.2022 10:46,214320
1,6,49.0,Сино,09.02.2022 10:46,251370
3,3,56.0,,09.02.2022 10:46,548000
1,8,48.0,Гипрозем,09.02.2022 10:46,216960
1,3,49.0,Гипразем,09.02.2022 10:45,251370
6,5,152.0,улица Дехлави,09.02.2022 10:45,1258560
2,14,52.0,Гипрозем,09.02.2022 10:45,209475
2,8,73.0,Дом IL Patio,09.02.2022 10:45,1007000
2,23,70.0,,09.02.2022 10:44,1132000
1,11,44.0,Гипрозем,09.02.2022 10:44,174020
1,3,66.0,,09.02.2022 10:44,531000
4,5,115.0,,09.02.2022 10:44,798000
1,8,46.0,,09.02.2022 10:44,337200
1,11,37.0,Гипрозем,09.02.2022 10:44,147630
1,13,48.0,Гипрозем,09.02.2022 10:43,184800
2,7,61.0,Мехргон,09.02.2022 10:43,483000
1,5,47.0,Гипрозем,09.02.2022 10:43,241110
1,7,41.0,Гипрозем,09.02.2022 10:43,186960
2,10,93.0,Садбарг,09.02.2022 10:42,529000
2,6,57.0,Ориентир бывший Зелёный базар,09.02.2022 10:42,465120
1,3,36.0,Гипрозем,09.02.2022 10:42,183060
2,10,96.0,Исмоили Сомони,09.02.2022 10:42,763000
3,3,47.0,Гипрозем,09.02.2022 10:41,241110
1,7,36.0,Гипрозем,09.02.2022 10:41,162720
2,7,86.0,Скорая помощь,09.02.2022 10:41,485000
1,2,44.0,Гипрозем,09.02.2022 10:40,225720
1,10,41.0,Гипрозем,09.02.2022 10:40,186140
1,12,91.0,Поворот Аэропорт,09.02.2022 10:40,446000
1,3,41.0,Гипрозем,09.02.2022 10:40,209407
6,4,170.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:39,1428000
1,12,41.0,Гипрозем,09.02.2022 10:38,162872
2,11,77.0,Центр-Симург,09.02.2022 10:37,740000
1,12,33.0,Гипрозем,09.02.2022 10:37,131092
1,10,47.0,Гипрозем,09.02.2022 10:37,213380
2,2,81.0,Сино,09.02.2022 10:37,415530
1,4,43.0,Гипрозем,09.02.2022 10:36,220500
1,7,44.0,гипразем,09.02.2022 10:36,200000
1,11,44.0,Гипрозем,09.02.2022 10:35,175560
5,6,112.0,Ориентир бывший Зелёный базар,09.02.2022 10:35,913920
1,2,49.0,Сино,09.02.2022 10:35,251370
1,13,33.0,Гипрозем,09.02.2022 10:35,131670
1,9,33.0,Гипрозем,09.02.2022 10:33,150480
1,11,41.0,Гипрозем,09.02.2022 10:33,163590
3,5,72.0,улица Дехлави,09.02.2022 10:33,596160
2,2,93.0,Сино,09.02.2022 10:33,477000
1,9,41.0,Гипрозем,09.02.2022 10:32,186532
2,14,53.0,Поворот Аэропорт,09.02.2022 10:32,460000
2,5,50,,09.02.2022 10:31,700000
2,2,71.0,Сино,09.02.2022 10:31,364230
6,5,132.0,улица Дехлави,09.02.2022 10:27,1092960
2,4,76.0,92 мкр-Гулдаста,09.02.2022 10:25,650000
4,4,90.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:21,756000
1,6,42.0,Ориентир бывший Зелёный базар,09.02.2022 10:18,342720
3,14,112.0,Фирдавси,09.02.2022 10:17,660000
6,10,190.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:16,1345200
1,4,59.0,Сино,09.02.2022 10:15,247000
6,12,170.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 10:14,1264800
6,4,130.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:09,1092000
2,12,72.0,92 мкр,09.02.2022 10:06,499000
6,14,150.0,Ориентир Минобразование,09.02.2022 10:05,1080000
1,13,48.0,Фирдавси,09.02.2022 10:04,255000
4,7,90.0,102 мкр,09.02.2022 10:03,570000
4,9,148.0,Ориентир улица Ниссор Мухаммад,09.02.2022 10:03,1065600
4,11,128.0,Ориентир Комплекс Ромиз Плаза,09.02.2022 10:02,967680
4,7,130.0,Фирдавси,09.02.2022 10:02,950000
4,13,108.0,Ориентир Школа 65,09.02.2022 10:00,790560
1,11,71.0,Ориентир улица Дехлави,09.02.2022 09:59,494160
4,4,64.0,Ул.Фирдавси дом 73,09.02.2022 09:56,600000
1,13,61.0,Ориентир Институт Изобразительного Искусства,09.02.2022 09:56,446520
1,5,41.0,улица Дехлави,09.02.2022 09:55,339480
1,15,51.0,Ориентир Штаб Погранвойск России,09.02.2022 09:52,361080
6,9,208.0,Ориентир улица Ниссор Мухаммад,09.02.2022 09:51,1497600
6,11,188.0,Ориентир Комплекс Ромиз Плаза,09.02.2022 09:49,1421280
6,13,168.0,Ориентир Школа 65,09.02.2022 09:47,1229760
3,4,50,,09.02.2022 09:47,320000
4,9,70.0,Фирдавси,09.02.2022 09:46,520000
5,3,90.0,112 мкр,09.02.2022 09:45,640000
1,2,33.0,Фирдавсӣ,09.02.2022 09:44,160000
3,5,68.0,Испечак 2,09.02.2022 09:43,445000
1,3,42.0,Испечак 2,09.02.2022 09:42,302000
2,4,55.0,Ориентир Ателье Зайнаб-биби,09.02.2022 09:42,462000
4,5,80.0,Зарафшон,09.02.2022 09:42,445000
1,8,44.0,улица Лохути,09.02.2022 09:40,348480
2,12,67.0,Караболо,09.02.2022 09:38,490000
2,10,85.0,Ориентир Ателье Зайнаб-биби,09.02.2022 09:38,601800
2,12,75.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 09:36,558000
2,14,65.0,Ориентир Минобразование,09.02.2022 09:34,468000
6,8,226.0,Шохмансур,09.02.2022 09:33,1654320
3,4,50.0,Сино,09.02.2022 09:29,365000
6,10,206.0,Ориентир Магазин Олами Китоб,09.02.2022 09:28,1582080
6,12,186.0,Ориентир бывший ГАИ Душанбе,09.02.2022 09:26,1383840
1,10,67.0,Шохмансур,09.02.2022 09:21,305000
5,10,140.0,Ателье Зайнаб-биби,09.02.2022 09:19,991200
5,12,130.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 09:17,967200
